x,y,name,mean,variance,population,infected_DM_0,infected_DM_1,infected_DM_2,infected_DM_3
-2.2807386,53.4034207,release location,,,,,,,
-2.1045734,53.4350848,,0,0,21,0,0,0,0
-2.1046044,53.4476687,,0,0,76,0,0,0,0
-2.1046066,53.4485675,,0,0,78,0,0,0,0
-2.1046177,53.4530618,,0,0,63,0,0,0,0
-2.1046243,53.4557583,,0,0,77,0,0,0,0
-2.1046288,53.457556,,0,0,36,0,0,0,0
-2.1046953,53.4845213,,0,0,32,0,0,0,0
-2.1047086,53.4899143,,1,0,109,0,0,0,0
-2.1047219,53.4953074,,5,1,55,0,0,0,0
-2.1047374,53.5015993,,16,11,39,0,0,0,0
-2.1047485,53.5060935,,34,47,13,0,0,0,0
-2.1047619,53.5114865,,75,225,13,0,0,0,0
-2.1047752,53.5168795,,150,902,82,0,0,0,0
-2.1048264,53.5375527,,987,38980,136,0,0,0,0
-2.1048375,53.5420469,,1268,64407,9,0,0,0,0
-2.1048397,53.5429457,,1325,70282,6,0,0,0,0
-2.1048598,53.5510352,,1781,126952,40,0,0,0,0
-2.1048843,53.5609223,,2022,163659,14,0,0,0,0
-2.2655402,53.4204534,,814371,758227553,22,0,3,0,1
-2.2655963,53.4294419,,263404,2147483647,38,2,2,1,2
-2.2656636,53.4402279,,48632,94602923,58,0,0,0,1
-2.2656917,53.4447221,,25698,26416588,59,0,0,0,0
-2.2657816,53.4591036,,4427,784117,166,0,0,0,0
-2.2658602,53.4716873,,1223,59880,125,0,0,0,0
-2.2659897,53.4923604,,202,1633,62,0,0,0,0
-2.2661361,53.51573,,31,38,18,0,0,0,0
-2.26617,53.521123,,19,15,122,0,0,0,0
-2.2663223,53.5453913,,1,0,39,0,0,0,0
-2.2666561,53.5984217,,0,0,47,0,0,0,0
-2.1061011,53.444072,,0,0,81,0,0,0,0
-2.1061033,53.4449708,,0,0,82,0,0,0,0
-2.1061977,53.4827223,,0,0,21,0,0,0,0
-2.1062135,53.4890142,,2,0,156,0,0,0,0
-2.1062292,53.4953061,,7,2,74,0,0,0,0
-2.1062405,53.4998002,,15,10,12,0,0,0,0
-2.1062856,53.517777,,206,1702,71,0,0,0,0
-2.1062901,53.5195747,,253,2561,73,0,0,0,0
-2.1063104,53.5276642,,565,12787,3,0,0,0,0
-2.1063601,53.5474385,,1866,139351,25,0,0,0,0
-2.1063691,53.5510339,,2070,171427,131,0,0,0,0
-2.106403,53.5645163,,2258,204090,97,0,0,0,0
-2.1064166,53.5699093,,2051,168284,81,0,0,0,0
-2.106446,53.581594,,1291,66687,3,0,0,0,0
-2.1064868,53.5977729,,385,5941,3,0,0,0,0
-2.1065661,53.6292317,,5,1,36,0,0,0,0
-2.0774862,53.4387009,,0,0,53,0,0,0,0
-2.0774878,53.4395998,,0,0,57,0,0,0,0
-2.0774894,53.4404986,,0,0,76,0,0,0,0
-2.077496,53.444094,,0,0,122,0,0,0,0
-2.0774993,53.4458917,,0,0,54,0,0,0,0
-2.0775404,53.4683629,,0,0,54,0,0,0,0
-2.0775584,53.4782501,,0,0,59,0,0,0,0
-2.0775634,53.4809467,,0,0,67,0,0,0,0
-2.0775946,53.4980247,,0,0,49,0,0,0,0
-2.0776095,53.5061142,,0,0,20,0,0,0,0
-2.0776523,53.529484,,10,4,24,0,0,0,0
-2.0777052,53.5582466,,87,306,55,0,0,0,0
-2.0777118,53.561842,,98,385,6,0,0,0,0
-2.1048999,53.5672141,,1921,147712,14,0,0,0,0
-2.1049333,53.5806965,,1224,59970,7,0,0,0,0
-2.1049445,53.5851907,,951,36182,56,0,0,0,0
-2.1050518,53.6283342,,6,1,2,0,0,0,0
-2.263952,53.4069741,,968,37523,6,0,0,0,0
-2.2641192,53.4339394,,165437,1094787796,54,1,1,1,1
-2.2641527,53.4393324,,74868,224211651,68,1,0,0,1
-2.2641806,53.4438266,,39888,63643078,42,0,0,0,0
-2.2643314,53.4680953,,2389,228437,27,0,1,0,0
-2.2643426,53.4698929,,2000,160066,46,0,0,0,0
-2.2644656,53.4896673,,339,4605,58,0,0,0,0
-2.2645216,53.4986556,,163,1068,55,0,0,0,0
-2.2646225,53.5148345,,44,78,47,0,0,0,0
-2.2650268,53.5795498,,0,0,3,0,0,0,0
-2.2651676,53.6020203,,0,0,5,0,0,0,0
-2.1030551,53.429693,,0,0,14,0,0,0,0
-2.1030769,53.4386815,,0,0,194,0,0,0,0
-2.10309,53.4440746,,0,0,33,0,0,0,0
-2.1030922,53.4449735,,0,0,3,0,0,0,0
-2.0759905,53.444095,,0,0,38,0,0,0,0
-2.0759921,53.4449938,,0,0,134,0,0,0,0
-2.0760018,53.4503869,,0,0,5,0,0,0,0
-2.0760034,53.4512858,,0,0,52,0,0,0,0
-2.0760259,53.4638696,,0,0,56,0,0,0,0
-2.0760291,53.4656673,,0,0,98,0,0,0,0
-2.0760404,53.4719592,,0,0,12,0,0,0,0
-2.0760565,53.4809476,,0,0,5,0,0,0,0
-2.0761405,53.5276873,,6,1,38,0,0,0,0
-2.0761438,53.5294849,,7,2,51,0,0,0,0
-2.0761583,53.5375745,,18,13,33,0,0,0,0
